Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
GIGABYTE Aero X16 Eg61h X161vh93vnc64ah RYZEN Ai 7,gigabyte,AMD,,3,2.0,32,DDR5,5600,1024,16.0,2560 x 1600,165,NVIDIA,1.99,Li Polymer 76Wh,39690000
GIGABYTE Gaming A16 Ga6h Cmhh2vn893sh,gigabyte,Intel,I5,51,4.6,16,DDR5,5200,4096,16.0,1920 x 1200,165,NVIDIA,2.212,4 Cell Int (76.1Wh),24990000
GIGABYTE Gaming A16 Ga6h Cthh3vn893sh,gigabyte,Intel,I5,51,4.6,16,DDR5,5200,4096,16.0,1920 x 1200,165,NVIDIA,2.227,4 Cell Int (76.1Wh),30590000
GIGABYTE Gaming A16 Ga6h Cvhi3vnc94sh,gigabyte,Intel,I7,71,4.9,16,DDR5,5200,1024,15.6,2560 x 1600,165,NVIDIA,2.268,4 Cell Int (76.1Wh),36490000
GIGABYTE Aorus Master 16 Am6h Byhc5vne64sh,gigabyte,Intel,,,5.4,32,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.5,99Wh,96590000
GIGABYTE Aorus 16x 9rx6lasgddjixdvn010,gigabyte,Intel,I7,14,20.0,16,DDR5,5600,1024,16.0,2560x1600,165,NVIDIA,2.345,Li Polymer 99Wh,45990000
GIGABYTE Gaming A16 Ga6h Cwhi3vnc94sh,gigabyte,Intel,I7,71,4.9,16,DDR5,5200,1024,16.0,2560 x 1600,165,NVIDIA,2.268,4 Cell Int (76.1Wh),42590000
GIGABYTE G6 Kf 9rc56kf0hjjanivn000,gigabyte,Intel,I7,71,4.9,16,DDR5,4800,1024,16.0,1920 x 1200,165,NVIDIA,2.275,Lithium-Ion 54Wh,30990000
GIGABYTE Aero X16 Eg61h X161vh93vnc94dh RYZEN Ai 7,gigabyte,AMD,,3,2.0,16,DDR5,5600,1024,16.0,2560 x 1600,165,NVIDIA,1.985,Li Polymer 76Wh,38690000
GIGABYTE G6 Kf 73vn854kh,gigabyte,Intel,I7,71,5.0,16,DDR5,4800,1024,16.0,1920 x 1200,165,NVIDIA,2.299,Lithium-Ion 54Wh,28290000
GIGABYTE G5 Md 51s1123sh,gigabyte,Intel,I5,11,,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,2.2,4 Cell 150 W,
GIGABYTE G5 Mf5 52vn353sh,gigabyte,Intel,I5,51,2.6,16,DDR5,4800,512,15.6,1920 x 1080,144,,2.0,"54 Wh, Pin liền",
GIGABYTE G5 Ke 52vn263sh,gigabyte,Intel,I5,51,2.5,8,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.99,4 Cell 54WHrs,
GIGABYTE G5 Kf5 53vn383sh,gigabyte,Intel,I5,51,4.7,8,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,2.08,54WHrs,26290000
GIGABYTE Gaming A16 Ga6h Cvhi3vn893sh,gigabyte,Intel,I7,71,4.9,16,DDR5,5200,4096,16.0,1920 x 1200,165,NVIDIA,2.233,4 Cell Int (76.1Wh),34590000
GIGABYTE G5 Mf5 9rc55mf5feid91vn0d0,gigabyte,Intel,I5,51,4.7,8,DDR5,4800,4096,15.6,1920 x 1080,144,NVIDIA,2.107,Lithium-Ion 54Wh,
